run_utc,run_id,design_name,design_id,recipe_id,flow_mode,top_module,clock_port,abc_fast_cfg,default_clock_period_ns_cfg,clock_period_offset_ns_cfg,clock_period_ns_cfg,max_fanout_cfg,max_transition_ns_cfg,max_capacitance_ff_cfg,fanout_load_cfg,num_rtl_files,ast_json_path,ast_log_path,netlist_path,sdc_path,run_dir,area_um2,worst_slack_ns,total_negative_slack_ns,clock_period_ns_sta,utilization_pct,tool_runtime_s,status,error_stage,error_message
2026-04-26T22:36:01+00:00,i2c__abcfast_clk0p01_fo16_tr0p2_cap60,i2c,iwls05_0006,abcfast_clk0p01_fo16_tr0p2_cap60,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,16.0,0.2,60.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo16_tr0p2_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo16_tr0p2_cap60,2488.9619,-0.024118,-0.369625,0.450000,0.41,248.245,success,,
2026-04-26T22:36:09+00:00,i2c__abcfast_clk0p01_fo16_tr0p2_cap80,i2c,iwls05_0006,abcfast_clk0p01_fo16_tr0p2_cap80,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,16.0,0.2,80.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo16_tr0p2_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo16_tr0p2_cap80,2488.9619,-0.024118,-0.369625,0.450000,0.41,139.039,success,,
2026-04-26T22:36:21+00:00,i2c__abcfast_clk0p01_fo32_tr0p16_cap100,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p16_cap100,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.16,100.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p16_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p16_cap100,2484.7060,-0.013715,-0.159524,0.450000,0.41,123.959,success,,
2026-04-26T22:36:17+00:00,i2c__abcfast_clk0p01_fo32_tr0p16_cap40,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p16_cap40,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.16,40.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p16_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p16_cap40,2547.7480,-0.018942,-0.274920,0.450000,0.42,268.017,success,,
2026-04-26T22:36:18+00:00,i2c__abcfast_clk0p01_fo32_tr0p16_cap60,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p16_cap60,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.16,60.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p16_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p16_cap60,2499.8681,-0.020038,-0.304158,0.450000,0.41,128.599,success,,
2026-04-26T22:36:18+00:00,i2c__abcfast_clk0p01_fo32_tr0p16_cap80,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p16_cap80,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.16,80.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p16_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p16_cap80,2476.4599,-0.012687,-0.174694,0.450000,0.41,97.809,success,,
2026-04-26T22:36:27+00:00,i2c__abcfast_clk0p01_fo32_tr0p24_cap100,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p24_cap100,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.24,100.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p24_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p24_cap100,2484.7060,-0.013715,-0.159524,0.450000,0.41,244.752,success,,
2026-04-26T22:36:25+00:00,i2c__abcfast_clk0p01_fo32_tr0p24_cap40,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p24_cap40,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.24,40.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p24_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p24_cap40,2547.7480,-0.018942,-0.274920,0.450000,0.42,89.833,success,,
2026-04-26T22:36:26+00:00,i2c__abcfast_clk0p01_fo32_tr0p24_cap60,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p24_cap60,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.24,60.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p24_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p24_cap60,2499.8681,-0.020038,-0.304158,0.450000,0.41,262.134,success,,
2026-04-26T22:36:26+00:00,i2c__abcfast_clk0p01_fo32_tr0p24_cap80,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p24_cap80,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.24,80.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p24_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p24_cap80,2476.4599,-0.012687,-0.174694,0.450000,0.41,250.814,success,,
2026-04-26T22:36:24+00:00,i2c__abcfast_clk0p01_fo32_tr0p2_cap100,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p2_cap100,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.2,100.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p2_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p2_cap100,2484.7060,-0.013715,-0.159524,0.450000,0.41,243.526,success,,
2026-04-26T22:36:21+00:00,i2c__abcfast_clk0p01_fo32_tr0p2_cap40,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p2_cap40,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.2,40.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p2_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p2_cap40,2547.7480,-0.018942,-0.274920,0.450000,0.42,268.258,success,,
2026-04-26T22:36:22+00:00,i2c__abcfast_clk0p01_fo32_tr0p2_cap60,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p2_cap60,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.2,60.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p2_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p2_cap60,2499.8681,-0.020038,-0.304158,0.450000,0.41,258.151,success,,
2026-04-26T22:36:22+00:00,i2c__abcfast_clk0p01_fo32_tr0p2_cap80,i2c,iwls05_0006,abcfast_clk0p01_fo32_tr0p2_cap80,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,32.0,0.2,80.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo32_tr0p2_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo32_tr0p2_cap80,2476.4599,-0.012687,-0.174694,0.450000,0.41,128.771,success,,
2026-04-26T22:36:35+00:00,i2c__abcfast_clk0p01_fo64_tr0p16_cap100,i2c,iwls05_0006,abcfast_clk0p01_fo64_tr0p16_cap100,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,64.0,0.16,100.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo64_tr0p16_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo64_tr0p16_cap100,2521.6800,-0.016901,-0.228881,0.450000,0.42,69.998,success,,
2026-04-26T22:36:27+00:00,i2c__abcfast_clk0p01_fo64_tr0p16_cap40,i2c,iwls05_0006,abcfast_clk0p01_fo64_tr0p16_cap40,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,64.0,0.16,40.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo64_tr0p16_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo64_tr0p16_cap40,2554.9300,-0.017319,-0.225744,0.450000,0.42,92.600,success,,
2026-04-26T22:36:29+00:00,i2c__abcfast_clk0p01_fo64_tr0p16_cap60,i2c,iwls05_0006,abcfast_clk0p01_fo64_tr0p16_cap60,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,64.0,0.16,60.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo64_tr0p16_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo64_tr0p16_cap60,2523.0100,-0.020576,-0.316840,0.450000,0.42,262.260,success,,
2026-04-26T22:36:36+00:00,i2c__abcfast_clk0p01_fo64_tr0p16_cap80,i2c,iwls05_0006,abcfast_clk0p01_fo64_tr0p16_cap80,full,i2c_master_top,wb_clk_i,True,0.46,0.01,0.45,64.0,0.16,80.0,,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p01_fo64_tr0p16_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p01_fo64_tr0p16_cap80,2512.3701,-0.012421,-0.136463,0.450000,0.41,95.330,success,,
