design_name,design_id,recipe_id,flow_mode,total_input_and_output_bits,total_register_bits,total_logic_operator_bits,total_adder_sub_bits,total_multiplier_bits,total_comparator_bits,total_multiplexer_bits,total_shift_bits,total_division_bits,average_tree_depth,average_wire_width,worst_slack_ns,total_negative_slack_ns,run_utc,run_id,top_module,clock_port,abc_fast_cfg,clock_period_ns_cfg,max_fanout_cfg,max_transition_ns_cfg,max_capacitance_ff_cfg,fanout_load_cfg,num_rtl_files,ast_json_path,ast_log_path,netlist_path,sdc_path,run_dir,area_um2,clock_period_ns_sta,utilization_pct,tool_runtime_s,status,error_stage,error_message,ast_input_file,ast_total_input_bits,ast_total_adder_sub_bits,ast_total_register_bits,ast_total_output_bits,ast_total_division_bits,ast_total_logic_operator_bits,ast_total_multiplexer_bits,ast_total_multiplication_bits,ast_total_shift_bits,ast_total_comparator_bits,ast_avg_wire_width,ast_avg_tree_depth
i2c,iwls05_0006,abcfast_clk0p1_fo16_tr0p2_cap60_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.380054,-31.437371,2026-04-06T14:32:41+00:00,i2c__abcfast_clk0p1_fo16_tr0p2_cap60_fload1,i2c_master_top,wb_clk_i,True,0.1,16.0,0.2,60.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo16_tr0p2_cap60_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo16_tr0p2_cap60_fload1,2797.5220,0.100000,0.46,69.209,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo16_tr0p2_cap80_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.380054,-31.437371,2026-04-06T14:32:42+00:00,i2c__abcfast_clk0p1_fo16_tr0p2_cap80_fload1,i2c_master_top,wb_clk_i,True,0.1,16.0,0.2,80.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo16_tr0p2_cap80_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo16_tr0p2_cap80_fload1,2797.5220,0.100000,0.46,311.196,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p16_cap100_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.371367,-30.929194,2026-04-06T14:32:58+00:00,i2c__abcfast_clk0p1_fo32_tr0p16_cap100_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.16,100.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p16_cap100_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p16_cap100_fload1,2682.6099,0.100000,0.44,217.338,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p16_cap40_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.374268,-30.936900,2026-04-06T14:32:51+00:00,i2c__abcfast_clk0p1_fo32_tr0p16_cap40_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.16,40.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p16_cap40_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p16_cap40_fload1,2701.7619,0.100000,0.45,224.734,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p16_cap60_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.421141,-32.099742,2026-04-06T14:32:54+00:00,i2c__abcfast_clk0p1_fo32_tr0p16_cap60_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.16,60.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p16_cap60_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p16_cap60_fload1,2722.7760,0.100000,0.45,161.993,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p16_cap80_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.369475,-31.713555,2026-04-06T14:32:54+00:00,i2c__abcfast_clk0p1_fo32_tr0p16_cap80_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.16,80.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p16_cap80_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p16_cap80_fload1,2645.6359,0.100000,0.44,211.411,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p24_cap100_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.371367,-30.929194,2026-04-06T14:33:08+00:00,i2c__abcfast_clk0p1_fo32_tr0p24_cap100_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.24,100.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p24_cap100_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p24_cap100_fload1,2682.6099,0.100000,0.44,207.329,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p24_cap40_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.374268,-30.936900,2026-04-06T14:33:04+00:00,i2c__abcfast_clk0p1_fo32_tr0p24_cap40_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.24,40.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p24_cap40_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p24_cap40_fload1,2701.7619,0.100000,0.45,332.750,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p24_cap60_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.421141,-32.099742,2026-04-06T14:33:05+00:00,i2c__abcfast_clk0p1_fo32_tr0p24_cap60_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.24,60.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p24_cap60_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p24_cap60_fload1,2722.7760,0.100000,0.45,158.024,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p24_cap80_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.369475,-31.713555,2026-04-06T14:33:07+00:00,i2c__abcfast_clk0p1_fo32_tr0p24_cap80_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.24,80.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p24_cap80_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p24_cap80_fload1,2645.6359,0.100000,0.44,144.158,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p2_cap100_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.371367,-30.929194,2026-04-06T14:33:02+00:00,i2c__abcfast_clk0p1_fo32_tr0p2_cap100_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.2,100.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p2_cap100_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p2_cap100_fload1,2682.6099,0.100000,0.44,303.963,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p2_cap40_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.374268,-30.936900,2026-04-06T14:32:58+00:00,i2c__abcfast_clk0p1_fo32_tr0p2_cap40_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.2,40.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p2_cap40_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p2_cap40_fload1,2701.7619,0.100000,0.45,123.308,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
i2c,iwls05_0006,abcfast_clk0p1_fo32_tr0p2_cap60_fload1,full,33,356,816,31,0,1980,1240,0,0,29.5167,4.70795,-0.421141,-32.099742,2026-04-06T14:33:01+00:00,i2c__abcfast_clk0p1_fo32_tr0p2_cap60_fload1,i2c_master_top,wb_clk_i,True,0.1,32.0,0.2,60.0,1.0,5,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/i2c.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/i2c.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/i2c__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/i2c__abcfast_clk0p1_fo32_tr0p2_cap60_fload1.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/i2c__abcfast_clk0p1_fo32_tr0p2_cap60_fload1,2722.7760,0.100000,0.45,167.647,success,,,./iscas_asts/i2c.json,14,31,356,19,0,816,1240,0,0,1980,4.70795,29.5167
